Quarter,Series,Seasonality adjustment,Region,Region Code,Industry,Industry Code,Value,Value Unit,Value Label
2024 Q1,Sales by region in current prices (SAFC),Actual,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",231.8,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Actual,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",233.9,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Actual,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",219.8,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Actual,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",256.4,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Actual,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",230.9,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",141.9,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",147.1,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",144.2,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",145.5,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",149,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",144.2,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.5,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",142.7,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",154.1,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",145.9,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",148.4,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.4,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",144.4,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",148.6,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",150.2,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",151.3,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",149.9,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",152.8,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",153.1,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",157.1,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",159,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",159.8,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",156.5,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",165.7,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",158.2,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",168.2,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",172.2,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",170.1,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",172.3,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",171.1,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",176.6,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",182.6,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",185.4,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",182,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",184.9,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",192.8,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",160,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",207.7,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",209.5,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",210.2,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",211.5,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",214,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",220.7,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",223.5,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",219.8,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",228.2,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",223.6,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",223.4,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",239.5,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",235.1,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",239,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",238.3,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",238.6,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",231.2,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",233.8,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",237.6,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",143.4,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",145.2,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",145.3,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.1,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",147.1,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.1,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",145.2,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.7,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.9,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",147.3,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",147.4,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",146.3,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",145.5,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",147.8,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",150.5,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",150.7,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",150.9,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",151.9,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",154,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",156.6,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",159.3,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",158.8,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",157.8,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",159.1,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",163.8,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",167.4,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",171.3,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",171.4,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",171,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",172.3,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",176.4,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",182.5,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",184.2,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",183,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",185.3,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",192,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",200,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",206.6,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",209.8,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",210.3,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",211.3,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",214.8,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",220.3,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",222,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",222.7,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",224.5,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",224.1,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",226.2,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",232.7,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",237,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",237.9,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",239.3,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",236.7,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",233.2,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",233.7,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Trend,Gisborne,Gisborne Region,"All retail trade, accommodation and food services","G,H",237.4,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",525.8,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",523.6,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",592.6,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",567.2,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",539.6,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",525.4,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",605,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",571.1,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",552.6,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",530.7,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",624.2,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",583.3,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",571.5,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",554.2,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",637.8,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",591.2,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",573.8,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",574.3,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",662.6,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",629.3,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",612.7,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",599.8,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",696.1,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",674.1,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",668.5,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",653,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",755.1,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",708.1,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",704.9,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",691.1,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",808.2,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",745.4,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",728.9,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",725.3,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",829.8,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",786.6,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",652.6,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",838.1,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",913.4,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",866.6,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",888.2,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",846.4,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",1008.5,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",917.6,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",916.1,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",923.4,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",1028.7,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",927.4,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",933.2,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",931.9,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",1014.1,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",930.8,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",927.8,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",896.4,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",1012.8,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Actual,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",921.9,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",541.7,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",551.2,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",550.6,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",556.5,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",556.1,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",560.2,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Hawke's Bay,Hawke's Bay Region,"All retail trade, accommodation and food services","G,H",561.6,nzd,NZD millions
